EmployeeNumber,Gender,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
250,Female,53,No,Travel_Rarely,Research & Development,13,Medical,4,57,Manufacturing Director,1,Divorced,4450,1,No,11,3,5,3,3,4,2,1,3
252,Female,33,No,Travel_Rarely,Research & Development,14,Medical,4,72,Research Scientist,2,Married,2756,1,No,13,3,8,5,3,8,7,1,6
253,Female,40,No,Travel_Rarely,Research & Development,4,Medical,4,46,Manager,3,Married,19033,1,No,14,3,21,2,3,20,8,9,9
254,Male,55,No,Travel_Rarely,Research & Development,14,Medical,3,61,Research Director,2,Single,18722,8,No,11,3,36,3,3,24,15,2,15
256,Male,34,No,Travel_Frequently,Research & Development,2,Life Sciences,4,45,Manufacturing Director,3,Married,9547,1,No,17,3,10,2,2,10,9,1,9
258,Female,51,No,Travel_Rarely,Research & Development,3,Medical,4,98,Healthcare Representative,2,Single,13734,3,No,18,3,21,6,3,7,7,1,0
259,Male,52,No,Travel_Rarely,Research & Development,1,Life Sciences,3,65,Manager,3,Married,19999,0,No,14,3,34,5,3,33,18,11,9
260,Female,27,No,Travel_Rarely,Research & Development,9,Medical,4,99,Research Scientist,2,Single,2279,1,No,16,3,7,2,2,7,7,0,3
261,Male,35,Yes,Travel_Rarely,Research & Development,23,Life Sciences,2,50,Manufacturing Director,3,Married,5916,3,Yes,13,3,8,1,3,1,0,0,1
262,Male,43,No,Non-Travel,Research & Development,7,Medical,4,37,Research Scientist,4,Divorced,2089,4,No,14,3,7,3,4,5,4,2,2
264,Male,45,No,Non-Travel,Research & Development,2,Medical,1,65,Manager,4,Married,16792,9,No,23,4,22,1,3,20,8,11,8
267,Male,37,No,Travel_Rarely,Research & Development,21,Life Sciences,2,65,Research Scientist,1,Married,3564,1,Yes,12,3,8,3,2,8,7,1,7
269,Female,35,No,Travel_Frequently,Research & Development,2,Medical,2,37,Laboratory Technician,2,Single,4425,5,No,11,3,10,5,3,6,2,1,2
270,Female,42,No,Non-Travel,Research & Development,21,Medical,3,36,Manufacturing Director,3,Divorced,5265,2,No,16,3,11,5,3,5,3,0,2
271,Male,38,No,Travel_Rarely,Research & Development,2,Life Sciences,4,88,Manufacturing Director,3,Married,6553,9,No,14,3,14,3,3,1,0,0,0
273,Male,38,No,Travel_Rarely,Research & Development,29,Technical Degree,4,54,Manufacturing Director,4,Married,6261,3,No,18,3,9,3,1,7,7,1,7
274,Male,27,No,Travel_Frequently,Research & Development,1,Technical Degree,3,60,Manufacturing Director,1,Married,4298,5,No,19,3,6,1,3,2,2,2,0
275,Male,49,No,Non-Travel,Research & Development,18,Life Sciences,4,92,Manufacturing Director,4,Divorced,6804,1,Yes,15,3,7,0,3,7,7,1,7
277,Male,34,No,Travel_Frequently,Research & Development,10,Medical,4,43,Research Scientist,3,Divorced,3815,1,Yes,17,3,5,4,4,5,3,2,0
281,Male,40,No,Travel_Rarely,Research & Development,19,Medical,3,99,Laboratory Technician,4,Married,2741,8,Yes,15,3,15,2,4,7,2,3,7
282,Male,38,Yes,Travel_Rarely,Research & Development,29,Medical,2,70,Healthcare Representative,1,Married,6673,7,Yes,19,3,17,2,3,1,0,0,0
283,Female,29,Yes,Travel_Rarely,Sales,27,Marketing,2,35,Sales Executive,4,Married,7639,1,No,22,4,10,3,2,10,4,1,9
284,Male,22,No,Travel_Rarely,Research & Development,5,Life Sciences,4,60,Research Scientist,2,Divorced,2328,1,Yes,16,3,4,2,2,4,2,2,2
286,Female,36,No,Travel_Frequently,Research & Development,18,Medical,2,73,Laboratory Technician,4,Single,2153,1,No,13,3,8,2,3,8,1,1,7
287,Male,40,No,Non-Travel,Research & Development,9,Life Sciences,4,63,Healthcare Representative,4,Married,4876,9,No,14,3,5,5,1,3,2,0,2
288,Male,46,No,Travel_Rarely,Research & Development,1,Medical,4,97,Healthcare Representative,1,Divorced,9396,7,No,16,3,17,3,3,4,2,0,3
291,Male,32,Yes,Travel_Rarely,Sales,4,Medical,4,32,Sales Executive,4,Married,10400,1,No,11,3,14,2,2,14,8,9,8
292,Male,30,No,Non-Travel,Research & Development,1,Life Sciences,3,88,Manufacturing Director,3,Single,8474,1,No,22,4,12,2,3,11,8,5,8
293,Female,27,No,Travel_Frequently,Sales,20,Life Sciences,4,90,Sales Executive,3,Single,9981,1,No,14,3,7,2,3,7,7,0,7
296,Male,51,No,Travel_Rarely,Research & Development,8,Life Sciences,2,81,Research Director,2,Married,12490,5,No,16,3,16,5,1,10,9,4,7
297,Female,30,Yes,Travel_Rarely,Research & Development,3,Technical Degree,4,88,Research Scientist,1,Single,2657,5,Yes,11,3,8,5,3,5,2,0,4
298,Female,41,No,Travel_Rarely,Sales,6,Life Sciences,4,75,Manager,4,Single,13591,3,Yes,18,3,16,3,3,1,0,0,0
299,Female,30,Yes,Travel_Frequently,Sales,26,Marketing,3,52,Sales Executive,1,Single,6696,5,No,15,3,9,5,2,6,3,0,1
300,Male,29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,85,Research Scientist,3,Single,2058,0,No,14,3,7,1,2,6,2,1,5
302,Female,45,No,Non-Travel,Sales,6,Medical,4,57,Sales Executive,4,Single,8865,6,No,12,3,23,2,3,19,7,12,8
303,Female,54,No,Travel_Rarely,Sales,3,Marketing,4,52,Sales Executive,1,Married,5940,2,No,14,3,16,4,3,6,2,0,5
304,Male,36,No,Travel_Rarely,Research & Development,5,Life Sciences,4,62,Laboratory Technician,2,Single,5914,8,No,16,3,16,3,4,13,11,3,7
305,Female,33,No,Travel_Rarely,Research & Development,4,Medical,3,47,Research Scientist,2,Married,2622,6,No,21,4,7,3,3,3,2,1,1
306,Male,37,No,Travel_Frequently,Research & Development,11,Other,2,47,Research Director,4,Divorced,12185,1,Yes,14,3,10,1,3,10,8,0,7
307,Male,38,No,Travel_Rarely,Sales,3,Life Sciences,1,76,Sales Executive,3,Divorced,10609,0,No,12,3,17,6,2,16,10,5,13
308,Male,31,No,Non-Travel,Research & Development,1,Medical,3,90,Manufacturing Director,3,Married,4345,0,No,12,3,6,2,3,5,4,1,4
309,Male,59,No,Travel_Rarely,Research & Development,3,Life Sciences,3,70,Research Scientist,4,Married,2177,3,No,17,3,7,6,3,1,0,0,0
311,Male,37,No,Travel_Frequently,Sales,4,Marketing,1,41,Sales Representative,4,Divorced,2793,4,No,17,3,13,2,3,9,8,5,8
312,Female,29,No,Travel_Frequently,Sales,1,Medical,2,42,Sales Executive,4,Married,7918,1,No,14,3,11,5,3,11,10,4,1
314,Female,35,No,Travel_Frequently,Sales,1,Marketing,3,92,Sales Executive,3,Single,8789,1,No,14,3,10,3,4,10,7,0,8
315,Male,29,Yes,Travel_Rarely,Research & Development,18,Medical,3,86,Research Scientist,4,Single,2389,1,Yes,13,3,4,3,2,4,3,0,1
316,Female,52,No,Travel_Rarely,Research & Development,2,Life Sciences,3,89,Laboratory Technician,4,Single,3212,7,No,15,3,6,3,2,2,2,2,2
319,Male,42,No,Travel_Rarely,Research & Development,4,Technical Degree,3,58,Manager,4,Married,19232,1,No,11,3,22,3,3,22,17,11,15
321,Male,59,No,Travel_Rarely,Human Resources,6,Medical,2,52,Human Resources,3,Married,2267,8,No,17,3,7,2,2,2,2,2,2
323,Female,50,No,Travel_Rarely,Sales,1,Medical,4,68,Manager,4,Divorced,19517,3,No,11,3,32,3,2,7,0,0,6
325,Male,33,Yes,Travel_Rarely,Research & Development,14,Medical,3,58,Laboratory Technician,4,Married,2436,5,Yes,13,3,8,2,1,5,4,0,4
327,Female,43,No,Travel_Rarely,Sales,16,Marketing,4,80,Manager,4,Married,16064,5,Yes,22,4,22,3,3,17,13,1,9
328,Female,33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,39,Laboratory Technician,1,Married,2707,7,No,20,4,13,3,4,9,7,1,7
329,Male,52,No,Non-Travel,Sales,2,Life Sciences,1,79,Manager,3,Single,19068,1,Yes,18,3,33,2,4,33,7,15,12
330,Female,32,No,Travel_Rarely,Sales,4,Life Sciences,3,56,Sales Representative,2,Married,3931,2,No,11,3,6,5,3,4,3,1,2
331,Male,32,Yes,Travel_Rarely,Research & Development,1,Life Sciences,4,62,Laboratory Technician,3,Single,3730,0,Yes,14,3,4,2,1,3,2,1,2
332,Female,39,No,Travel_Rarely,Research & Development,1,Medical,3,96,Laboratory Technician,3,Divorced,2232,7,No,14,3,7,1,3,3,2,1,2
333,Male,32,No,Non-Travel,Sales,26,Marketing,3,100,Sales Executive,4,Married,4465,0,No,18,3,4,2,3,3,2,2,2
334,Male,41,No,Travel_Rarely,Research & Development,19,Life Sciences,3,36,Research Scientist,1,Divorced,3072,2,No,16,3,17,2,2,1,0,0,0
335,Male,40,No,Travel_Rarely,Research & Development,24,Technical Degree,1,62,Research Scientist,4,Divorced,3319,1,No,17,3,9,3,3,9,8,4,7
336,Male,45,No,Travel_Rarely,Research & Development,1,Other,3,70,Manager,4,Married,19202,0,No,11,3,25,2,3,24,0,1,7
337,Male,31,No,Travel_Frequently,Research & Development,3,Medical,2,73,Research Director,3,Divorced,13675,9,No,12,3,9,3,3,2,2,2,2
338,Female,33,No,Travel_Rarely,Research & Development,5,Life Sciences,3,63,Research Scientist,4,Married,2911,1,No,13,3,2,2,2,2,2,0,2
339,Male,34,No,Travel_Rarely,Research & Development,2,Life Sciences,4,84,Manufacturing Director,1,Married,5957,6,No,13,3,13,3,3,11,9,5,9
340,Female,37,No,Travel_Rarely,Research & Development,1,Medical,3,83,Research Scientist,1,Married,3920,2,No,14,3,17,2,2,3,1,0,2
341,Male,45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,77,Manufacturing Director,3,Married,6434,4,No,17,3,9,1,3,3,2,0,2
342,Male,37,Yes,Travel_Frequently,Research & Development,10,Medical,1,61,Manufacturing Director,3,Divorced,10048,6,No,11,3,17,5,3,1,0,0,0
343,Female,39,No,Travel_Frequently,Research & Development,2,Technical Degree,3,64,Healthcare Representative,3,Single,10938,0,No,25,4,20,1,3,19,6,11,8
346,Male,29,No,Travel_Rarely,Research & Development,15,Life Sciences,3,60,Research Scientist,4,Single,2340,1,No,19,3,6,1,3,6,5,1,5
347,Female,42,No,Travel_Rarely,Research & Development,17,Life Sciences,4,82,Research Scientist,1,Single,6545,3,Yes,13,3,10,1,3,3,2,0,2
349,Male,29,No,Travel_Rarely,Sales,20,Marketing,4,45,Sales Executive,4,Divorced,6931,2,No,14,3,10,2,3,3,2,0,2
350,Female,25,No,Travel_Rarely,Research & Development,1,Life Sciences,1,62,Manufacturing Director,3,Married,4898,0,No,12,3,5,3,3,4,2,1,2
351,Female,42,No,Travel_Rarely,Research & Development,2,Medical,4,56,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,10,4,3,9,6,7,8
352,Male,40,No,Travel_Rarely,Research & Development,2,Medical,1,49,Research Director,3,Divorced,19436,0,No,19,3,22,5,3,21,7,3,9
353,Male,51,No,Travel_Rarely,Research & Development,1,Life Sciences,3,96,Research Scientist,4,Married,2723,1,No,11,3,1,0,2,1,0,0,0
355,Male,31,Yes,Travel_Frequently,Research & Development,29,Medical,3,71,Laboratory Technician,2,Single,3479,0,No,11,3,6,2,4,5,4,1,4
359,Male,32,No,Travel_Frequently,Research & Development,7,Life Sciences,2,100,Laboratory Technician,2,Married,2794,1,No,20,4,5,3,1,5,1,0,3
361,Male,38,No,Non-Travel,Sales,2,Life Sciences,4,39,Sales Executive,4,Married,5249,3,No,18,3,13,0,3,8,7,7,5
362,Male,32,No,Travel_Rarely,Research & Development,2,Technical Degree,4,84,Laboratory Technician,1,Single,2176,4,No,13,3,9,5,3,6,2,0,4
363,Female,46,No,Travel_Rarely,Sales,2,Technical Degree,3,75,Manager,2,Married,16872,3,Yes,12,3,28,2,2,7,7,7,7
364,Male,28,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,79,Laboratory Technician,3,Single,3485,2,No,11,3,5,5,1,0,0,0,0
366,Male,29,No,Travel_Rarely,Sales,2,Medical,1,78,Sales Executive,2,Married,6644,2,No,19,3,10,2,3,0,0,0,0
367,Male,31,No,Travel_Rarely,Research & Development,23,Medical,2,64,Healthcare Representative,4,Married,5582,0,No,21,4,10,2,3,9,0,7,8
369,Male,25,No,Non-Travel,Research & Development,5,Life Sciences,2,85,Healthcare Representative,1,Divorced,4000,1,No,12,3,6,2,3,6,3,1,5
372,Male,45,No,Travel_Rarely,Research & Development,20,Medical,3,79,Healthcare Representative,4,Married,13496,0,Yes,14,3,21,2,3,20,7,4,10
373,Male,36,No,Travel_Rarely,Research & Development,6,Life Sciences,4,47,Laboratory Technician,4,Married,3210,0,No,11,3,16,4,3,15,13,10,11
374,Male,55,No,Travel_Rarely,Research & Development,1,Medical,4,81,Manager,1,Single,19045,0,Yes,14,3,37,2,3,36,10,4,13
376,Male,47,Yes,Non-Travel,Research & Development,29,Life Sciences,1,88,Manager,2,Married,11849,1,Yes,12,3,10,2,2,10,7,9,9
377,Male,28,No,Travel_Rarely,Research & Development,9,Medical,4,94,Research Scientist,4,Married,2070,1,No,23,4,5,3,2,5,2,0,4
378,Male,37,No,Travel_Rarely,Sales,6,Medical,3,98,Sales Executive,4,Married,6502,4,No,14,3,7,5,4,5,4,0,1
379,Male,21,No,Travel_Rarely,Research & Development,3,Medical,4,100,Research Scientist,3,Single,3230,1,No,17,3,3,4,4,3,2,1,0
380,Female,37,No,Non-Travel,Research & Development,1,Medical,1,80,Research Director,4,Divorced,13603,2,Yes,18,3,15,2,3,5,2,0,2
381,Female,35,No,Travel_Rarely,Research & Development,22,Life Sciences,2,71,Manager,2,Divorced,11996,7,No,18,3,10,6,2,7,7,6,2
382,Female,38,No,Travel_Rarely,Sales,7,Medical,1,44,Sales Executive,1,Divorced,5605,1,Yes,24,4,8,3,3,8,0,7,7
384,Female,26,No,Travel_Frequently,Research & Development,1,Life Sciences,3,84,Manufacturing Director,2,Divorced,6397,1,No,20,4,6,6,1,6,5,1,4
385,Male,50,No,Travel_Rarely,Research & Development,4,Life Sciences,1,96,Research Director,2,Divorced,19144,3,No,14,3,28,4,2,10,4,1,6
386,Male,53,No,Travel_Rarely,Research & Development,3,Medical,3,45,Research Director,3,Married,17584,3,Yes,16,3,21,5,2,5,3,1,3
387,Male,42,No,Travel_Rarely,Sales,1,Life Sciences,2,99,Sales Executive,3,Married,4907,1,No,25,4,20,3,3,20,16,11,6
388,Male,29,No,Travel_Frequently,Sales,2,Life Sciences,2,44,Sales Executive,4,Single,4554,1,No,18,3,10,3,2,10,7,0,9
389,Male,55,No,Travel_Rarely,Research & Development,20,Technical Degree,2,37,Laboratory Technician,4,Married,5415,3,Yes,19,3,12,4,3,10,7,0,8
390,Male,26,No,Travel_Frequently,Research & Development,11,Medical,1,60,Healthcare Representative,1,Married,4741,1,Yes,13,3,5,3,3,5,3,3,3
391,Female,37,No,Travel_Rarely,Research & Development,1,Life Sciences,4,42,Research Scientist,4,Single,2115,1,No,12,3,17,3,3,17,12,5,7
392,Male,44,Yes,Travel_Frequently,Research & Development,24,Life Sciences,4,43,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,19,0,1,1,0,0,0
393,Male,38,No,Travel_Rarely,Research & Development,23,Life Sciences,4,82,Healthcare Representative,4,Divorced,5745,9,No,14,3,10,2,3,2,2,1,2
394,Male,26,Yes,Travel_Rarely,Research & Development,16,Medical,1,45,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,5,2,3,3,2,0,2
395,Female,28,No,Travel_Rarely,Research & Development,8,Life Sciences,4,66,Research Scientist,4,Single,3310,1,No,21,4,5,3,3,5,3,0,2
396,Female,49,No,Travel_Frequently,Research & Development,10,Life Sciences,3,35,Research Director,1,Single,18665,9,Yes,11,3,22,4,3,3,2,1,2
397,Male,36,No,Travel_Rarely,Research & Development,3,Technical Degree,3,30,Research Scientist,2,Single,4485,4,No,12,3,10,2,3,8,0,7,7
399,Female,31,No,Travel_Frequently,Sales,5,Marketing,4,84,Sales Representative,2,Divorced,2789,1,No,11,3,2,5,2,2,2,2,2
401,Male,26,Yes,Travel_Rarely,Sales,4,Marketing,4,48,Sales Executive,4,Single,5828,1,Yes,12,3,8,0,3,8,7,7,4
403,Male,37,No,Travel_Frequently,Research & Development,9,Medical,2,53,Research Scientist,4,Married,2326,1,Yes,12,3,4,3,2,4,2,1,2
404,Female,42,No,Travel_Frequently,Sales,26,Marketing,3,77,Sales Executive,2,Married,13525,5,No,14,3,23,2,4,20,4,4,8
405,Male,18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,54,Laboratory Technician,3,Single,1420,1,No,13,3,0,2,3,0,0,0,0
406,Male,35,No,Travel_Rarely,Sales,16,Marketing,3,96,Sales Executive,2,Married,8020,0,No,15,3,12,3,2,11,9,6,9
407,Male,36,No,Travel_Frequently,Research & Development,18,Life Sciences,3,81,Laboratory Technician,4,Married,3688,4,No,18,3,4,2,3,1,0,0,0
408,Male,51,No,Travel_Rarely,Research & Development,2,Medical,4,84,Manufacturing Director,2,Divorced,5482,5,No,18,3,13,3,3,4,1,1,2
410,Male,41,No,Travel_Rarely,Sales,2,Life Sciences,4,88,Manager,2,Single,16015,1,No,19,3,22,2,3,22,10,0,4
411,Female,18,No,Travel_Rarely,Sales,10,Medical,4,69,Sales Representative,3,Single,1200,1,No,12,3,0,2,3,0,0,0,0
412,Male,28,No,Travel_Rarely,Research & Development,16,Medical,2,68,Healthcare Representative,1,Single,5661,0,No,19,3,9,2,3,8,3,0,7
416,Male,31,No,Travel_Rarely,Sales,7,Technical Degree,2,100,Sales Executive,4,Married,6929,4,No,11,3,10,3,2,8,7,7,7
417,Male,39,No,Travel_Rarely,Research & Development,1,Medical,3,48,Healthcare Representative,4,Divorced,9613,0,No,17,3,19,5,2,18,10,3,7
419,Female,36,No,Non-Travel,Research & Development,24,Life Sciences,2,47,Laboratory Technician,2,Married,5674,7,No,15,3,11,3,3,9,8,0,8
420,Male,32,No,Travel_Rarely,Sales,7,Life Sciences,4,91,Sales Executive,3,Married,5484,1,No,14,3,13,3,2,13,8,4,8
421,Female,38,No,Travel_Rarely,Research & Development,25,Life Sciences,1,81,Research Director,2,Married,12061,3,No,17,3,19,2,3,10,8,0,1
422,Male,58,No,Non-Travel,Research & Development,1,Life Sciences,4,32,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,12,2,3,5,3,1,2
423,Male,31,No,Travel_Rarely,Research & Development,5,Technical Degree,3,86,Research Scientist,4,Married,4821,0,Yes,12,3,6,4,3,5,2,0,3
424,Male,31,No,Travel_Rarely,Human Resources,2,Human Resources,1,62,Human Resources,1,Married,6410,3,No,12,3,9,1,3,2,2,1,0
425,Male,45,No,Travel_Frequently,Research & Development,7,Life Sciences,1,97,Laboratory Technician,1,Divorced,5210,1,No,18,3,24,2,3,24,9,9,11
426,Male,31,No,Travel_Rarely,Research & Development,2,Life Sciences,3,32,Research Scientist,4,Divorced,2695,0,Yes,18,3,3,2,1,2,2,2,2
428,Female,33,No,Travel_Frequently,Research & Development,5,Life Sciences,4,74,Manager,2,Married,11878,6,No,11,3,12,2,3,10,6,8,8
429,Male,39,No,Travel_Rarely,Research & Development,10,Medical,3,99,Manager,1,Married,17068,1,Yes,14,3,21,3,3,21,9,11,10
430,Female,43,No,Travel_Frequently,Research & Development,10,Life Sciences,3,33,Laboratory Technician,4,Single,2455,0,No,19,3,9,5,3,8,7,1,7
431,Female,49,No,Travel_Rarely,Research & Development,1,Technical Degree,3,90,Healthcare Representative,3,Single,13964,7,Yes,12,3,25,2,3,7,1,0,7
433,Male,52,Yes,Travel_Rarely,Research & Development,8,Medical,3,85,Research Scientist,2,Married,4941,2,No,15,3,11,3,2,8,2,7,7
434,Female,27,No,Travel_Rarely,Research & Development,5,Life Sciences,3,85,Research Scientist,2,Single,2478,1,Yes,12,3,4,2,2,4,3,1,2
436,Female,32,No,Travel_Rarely,Sales,8,Technical Degree,3,65,Sales Executive,2,Married,5228,1,Yes,11,3,13,2,3,13,12,11,9
437,Male,27,No,Travel_Rarely,Sales,2,Life Sciences,4,74,Sales Executive,3,Single,4478,1,Yes,11,3,5,3,3,5,4,0,4
438,Male,31,No,Travel_Rarely,Sales,7,Marketing,4,73,Sales Executive,4,Divorced,7547,4,No,12,3,13,3,3,7,7,1,7
439,Female,32,No,Travel_Rarely,Research & Development,2,Medical,1,74,Research Scientist,4,Single,5055,7,No,16,3,10,0,2,7,7,0,7
440,Male,28,Yes,Travel_Rarely,Research & Development,2,Medical,1,84,Research Scientist,4,Married,3464,5,Yes,13,3,5,4,2,3,2,2,2
441,Female,30,No,Travel_Rarely,Research & Development,28,Medical,4,64,Research Scientist,4,Married,5775,1,No,13,3,11,2,3,10,8,1,9
442,Female,31,No,Travel_Frequently,Research & Development,7,Life Sciences,3,48,Manufacturing Director,3,Married,8943,1,No,24,4,10,2,3,10,9,8,9
444,Male,39,No,Travel_Frequently,Research & Development,7,Medical,3,54,Manager,4,Married,19272,1,No,15,3,21,2,3,21,9,13,3
445,Female,39,Yes,Travel_Rarely,Sales,3,Medical,4,41,Sales Executive,3,Married,5238,4,Yes,18,3,12,3,2,1,0,0,0
446,Male,33,No,Travel_Frequently,Sales,10,Marketing,2,46,Sales Executive,4,Single,4682,3,No,14,3,9,6,2,7,7,0,1
447,Male,47,No,Travel_Rarely,Research & Development,5,Life Sciences,4,42,Research Director,3,Married,18300,4,No,11,3,21,2,3,3,2,1,1
448,Female,43,No,Travel_Frequently,Research & Development,10,Life Sciences,3,82,Laboratory Technician,3,Divorced,5257,1,No,11,3,9,3,4,9,7,0,0
449,Male,27,No,Non-Travel,Sales,1,Marketing,3,73,Sales Executive,2,Married,6349,0,Yes,13,3,6,0,3,5,4,1,4
450,Female,54,No,Travel_Frequently,Research & Development,20,Life Sciences,4,31,Research Scientist,3,Single,4869,3,No,12,3,20,4,2,4,3,0,3
451,Female,43,No,Travel_Rarely,Research & Development,7,Life Sciences,3,43,Healthcare Representative,1,Married,9985,8,No,16,3,10,1,2,1,0,0,0
452,Male,45,No,Travel_Rarely,Research & Development,8,Other,4,75,Research Scientist,4,Married,3697,9,No,14,3,12,3,3,10,9,9,8
453,Male,40,No,Travel_Rarely,Sales,1,Medical,2,57,Sales Executive,4,Married,7457,2,Yes,22,4,6,2,2,4,3,0,2
454,Male,29,Yes,Travel_Rarely,Research & Development,8,Other,2,77,Laboratory Technician,1,Married,2119,1,Yes,11,3,7,4,2,7,7,0,7
455,Male,29,No,Travel_Rarely,Research & Development,9,Other,2,30,Laboratory Technician,4,Single,3983,0,No,17,3,4,2,3,3,2,2,2
456,Female,30,No,Travel_Rarely,Sales,5,Marketing,4,30,Sales Executive,3,Divorced,6118,1,No,13,3,10,2,3,10,9,1,2
458,Female,27,No,Travel_Rarely,Sales,8,Marketing,2,56,Sales Executive,2,Married,6214,1,No,18,3,8,3,3,8,7,0,7
460,Male,37,No,Travel_Rarely,Research & Development,5,Medical,4,61,Manufacturing Director,4,Divorced,6347,7,No,16,3,8,2,2,6,2,0,4
461,Male,38,No,Travel_Rarely,Research & Development,15,Life Sciences,3,92,Research Director,4,Divorced,11510,0,Yes,14,3,12,3,3,11,10,2,9
462,Female,31,No,Travel_Rarely,Research & Development,7,Medical,3,39,Manufacturing Director,4,Single,7143,1,Yes,14,3,11,2,2,11,9,4,10
463,Female,29,No,Travel_Rarely,Sales,10,Marketing,4,39,Sales Executive,2,Divorced,8268,1,Yes,14,3,7,2,3,7,7,1,7
464,Male,35,No,Travel_Rarely,Research & Development,5,Technical Degree,3,62,Manufacturing Director,2,Single,8095,0,No,13,3,17,5,3,16,6,0,13
465,Male,23,No,Travel_Rarely,Research & Development,26,Life Sciences,3,83,Research Scientist,4,Divorced,2904,1,No,12,3,4,2,2,4,2,0,2
466,Male,41,No,Travel_Rarely,Research & Development,6,Medical,4,95,Manufacturing Director,2,Single,6032,6,Yes,15,3,8,3,3,5,4,1,2
467,Male,47,No,Travel_Frequently,Sales,4,Medical,2,99,Sales Representative,3,Single,2976,3,No,19,3,5,3,3,0,0,0,0
468,Female,42,No,Travel_Rarely,Research & Development,23,Life Sciences,1,44,Research Director,4,Single,15992,2,No,14,3,16,2,3,1,0,0,0
469,Male,29,No,Non-Travel,Sales,2,Life Sciences,4,61,Sales Executive,3,Married,4649,1,No,14,3,4,3,2,4,3,0,2
